name,lat,lon,street,postcode,city,country,url,profile_url,tags,fidelity,note
FABLAB CARAGA,8.9585847,125.5957578,"Ampayon Caraga State University, Mechatronics Building",8600,Butuan City,PH,https://www.facebook.com/fablabcaraga,https://www.fablabs.io/labs/caraga,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2673
CIT-U MakerSpace,10.29424208527677,123.8812650215011,Natalio B. Bacalso Avenue Cebu City Philippines,06000,Cebu,PH,https://www.facebook.com/CITUmakerspace/,https://www.fablabs.io/labs/citumakerspace,3d-printing;cnc;electronics;laser;precision-milling,high,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:1929
Fablab UP Cebu,10.322424,123.898724,University of The Philippines,6000,Cebu City,PH,https://www.facebook.com/fablabupcebu/,https://www.fablabs.io/labs/fablabupcebu,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1121
SugboLab,10.3156992,123.8854366,Central Visayas,6000,Cebu City,PH,,https://www.fablabs.io/labs/innolab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:2030
PSHS-CLC Innovation Center,15.1942501,120.5340120000001,"Academic Bldg III, Philippine Science High School - Central Luzon Campus, Lily Hill St.",,Clark Freeport Zone,PH,,https://www.fablabs.io/labs/pshsclcinnovationcenter,3d-printing;cnc;laser;precision-milling;vinyl-cutting,medium,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:2186
CNSC FABMANLAB,14.099578,122.9550349,"1st Flr Engineering Annex Bldg., Camarines Norte State College F. Pimentel Ave., Daet, Camarines Norte 4600",4600,Daet,PH,https://www.facebook.com/cnscfablab,https://www.fablabs.io/labs/cnscfabmanlab,3d-printing;cnc;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2662
Fablab Dapitan,8.6226037714908,123.3925109634765,"Governor Guading Adaza Street, Sta. Cruz, Dapitan City",7101,Dapitan City,PH,https://www.facebook.com/FablabDapitanPage/,https://www.fablabs.io/labs/fablabdapitan,3d-printing;cnc;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2195
Digihub - FAB LAB Davao,7.0864658,125.6153872,Inigo Street Extension,8000,Davao City,PH,https://www.facebook.com/Digihub-Fablab-DAVAO-331597651031849/,https://www.fablabs.io/labs/digihubfablabdavao,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2079
The MSU-IIT FAB LAB Mindanao,8.242130699999999,124.2445477,"RM 122, L1, College of Engineering and Technology, Mindanao State University - Iligan Institute of Technology Andres Bonifacio Avenue, Brgy. Tibanga",9200,Iligan City,PH,https://wdi-publishing.com/product/making-the-fab-lab-fabulous-a-project-scope-management-challenge/,https://www.fablabs.io/labs/themsuiitfablabmindanao,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1015
"FABLAB Bicol, Legazpi City Philippines",13.14704421789324,123.7291224522705,"Legazpi City, Bicol University East Campus College of Industrial Technology",4500,Legazpi City,PH,,https://www.fablabs.io/labs/fablabbicollegazpicityphilippines,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1070
Animo Labs Technology Business Incubator,14.5646653,120.9923372000001,"2401 Taft Avenue, Malate",0922,Manila,PH,https://www.facebook.com/Animo-Labs-188886651293154/,https://www.fablabs.io/labs/animolabs,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:planned;kind:fab_lab;idcode:1493
FAB LAB Manila,14.6055583,120.9932963,658 Earnshaw St,1008,Manila,PH,https://www.facebook.com/FabLabManila/,https://www.fablabs.io/labs/fablabmanila,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1610
BISCAST ManFabLab,13.636209,123.1992281,"98 Penafrancia Ave. 1st floor, College of Engineering and Architecture - Bicol State College of Applied Sciences and Technologies",4400,Naga City,PH,,https://www.fablabs.io/labs/biscastmanfablab,3d-printing;cnc;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1730
PSHS Fab Lab,14.648513,121.0398749999999,Philippine Science High School Main Campus Agham Road,1104,Quezon City,PH,,https://www.fablabs.io/labs/pshsfablab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:785
SparkLab,14.645297,121.054394,"118 Matahimik Street Teachers' Village, Diliman",1101,Quezon City,PH,http://www.sparklab.ph,https://www.fablabs.io/labs/sparklab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1360
Negosyo Center - Fabrication Laboratory and Co-Working Space Ilocos Region (FAB LAB Ilocos),17.6242571,120.4009659999999,Poblacion East,2728,San Ildefonso,PH,https://facebook.com/FabLabIlocos,https://www.fablabs.io/labs/fablabilocos,3d-printing;cnc;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1204
FabLab Santiago City,16.6892284,121.5560886000001,Integrated Transport Terminal and Commercial Complex,3311,Santiago City,PH,https://www.facebook.com/fablabsantiagocity/,https://www.fablabs.io/labs/fablabsantiagocity,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1743
FabLab Bohol,9.6468963,123.8559114,C.P.G North Avenue Bohol Island State University Main Campus,6300,Tagbilaran City,PH,https://www.facebook.com/fablabbohol/,https://www.fablabs.io/labs/fablabboholphilippines,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:460
HNU FabLab - Center for Innovation,9.6506784,123.8689419,"HNU FabLab, Activity Center Bldg. Holy Name University",6300,Tagbilaran City,PH,https://hnufablab-official.vercel.app/,https://www.fablabs.io/labs/hnufablab,3d-printing;cnc;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:3125
FabLab CTU-Tuburan,10.71835536093572,123.8195734605163,"Cebu Technological University - Tuburan Campus Tuburan, Barangay 8, 6043, Cebu, Poblacion",6043,Tuburan,PH,http://www.facebook.com/ctutuburanfablab,https://www.fablabs.io/labs/fablabctutuburan,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1787
PSU FABLAB,15.9882416,120.5735853,"San Vicente East, Urdaneta City, Pangasinan",2428,Urdaneta,PH,https://main.psu.edu.ph/psu-fablab-a-nexus-of-innovation-and-economic-growth/,https://www.fablabs.io/labs/psufablab,3d-printing;cnc;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2806
Peak One FabLab,9.2866859,123.2554847,Bong-ao,6215,Valencia,PH,https://www.facebook.com/peakonefablab,https://www.fablabs.io/labs/peakonefablab,3d-printing;cnc;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2282
Zamboanga Peninsula FabLab,6.91344664255791,122.0592168970977,Zamboanga,7000,Zamboanga,PH,http://ZamPen FabLab ,https://www.fablabs.io/labs/zamboangapeninsulafablab,3d-printing;cnc;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1600
fabricatiolab,16.5060249299066,121.1115786895264,Philippines,3700,bayombong,PH,,https://www.fablabs.io/labs/fabricatiolab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1536
IoBM Fab Lab,24.8125197,67.11684509999999,IoBM Admin Building,,Karachi,PK,https://emec.iobm.edu.pk/incubation/,https://www.fablabs.io/labs/Karachi,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,medium,source:fablabs.io;status:planned;kind:fab_lab;idcode:2242
NJV Akhuwat FabLab,24.8623616,67.0196628,NJV Govt. Hihger Secondary School M.A Jinnah Road,75600,Karachi,PK,http://njv.edu.pk/,https://www.fablabs.io/labs/njvfablab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2300
Tajurbagah,24.891503,67.08135229999993,"FIrst Floor, Off # 2, Afzal Appartment Adj Time Medico, KDA Sch 1, National Stadium Road",75800,Karachi,PK,http://ejaadtech.com/tajurbagah/,https://www.fablabs.io/labs/tajurbagah,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:active;kind:mini_fab_lab;idcode:1824
Fab Lab Khairpur,27.5283158,68.7577268,"IBA-Institute of Emerging Technologies, Khairpur Mall Road",66020,Khairpur,PK,http://iba-suk.edu.pk/,https://www.fablabs.io/labs/fablabkhp,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1577
Fablab Sukkur,27.7257625,68.81757809999999,"Fablab 110, AB-III, Electrical Engineering Department, Sukkur IBA University Nisar Ahmed Siddiqui Road, Sukkur",65200,Sukkur,PK,,https://www.fablabs.io/labs/fablabsukkur,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:3075
Virtual FabLab,54.5259614,15.25511870000003,Europe,,-,PL,,https://www.fablabs.io/labs/virtualfablab,3d-printing;electronics;laser;precision-milling,medium,source:fablabs.io;status:unknown;kind:mini_fab_lab;idcode:990
FabLab Bielsko-Biala,49.8328119,18.9760582,1 Dywizji Pancernej 45,43-300,Bielsko-Biala,PL,http://www.fablab24.pl/,https://www.fablabs.io/labs/FabLabBielskoBiala,3d-printing,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:334
Pracownia,53.14836930000001,18.1505495,Gawedy 5,85-792,Bydgoszcz,PL,https://pracownia.team/,https://www.fablabs.io/labs/pracownia,3d-printing;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2187
FabLab Gdansk,54.3405272,18.64770320000002,Dolna Brama 8,80-821,Gdansk,PL,https://www.facebook.com/fablabgdansk/,https://www.fablabs.io/labs/fablabgdask,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1827
Pracownia FabLab Gdansk,54.422631,18.56644,Fablab Gdansk Grunwaldzka 609A,80-337,Gdansk,PL,https://fablab.gdansk.pl,https://www.fablabs.io/labs/fablabgdansk,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2109
FabLab Kielce,50.8679704,20.62671060000002,Zamkowa 3,25-009,Kielce,PL,http://www.fablabkielce.pl,https://www.fablabs.io/labs/fablabkielce,3d-printing;cnc,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:605
FabLab Kielce Stowarzyszenie Naukowo-Techniczne,50.8681665,20.6266513,Zamkowa 3,25-009,Kielce,PL,,https://www.fablabs.io/labs/fablabkielcestowarzyszenienaukowotechniczne,3d-printing;cnc;precision-milling,medium,source:fablabs.io;status:unknown;kind:fab_lab;idcode:1175
FabLab Krakow,50.0638286,19.92546400000003,Czysta 8,,Krakow,PL,https://fablabkrakow.pl,https://www.fablabs.io/labs/fablabkrakow,3d-printing;electronics;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1417
FabLab Malopolska,50.0739205,19.9126166,Krolewska 65a,30-081,Krakow,PL,http://www.fablabmalopolska.pl,https://www.fablabs.io/labs/fablabmaopolska,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2325
Hackerspace Krakow,50.04432873042474,19.9570848457382,Limanowskiego Bolesawa 46/LU1,30-543,Krakow,PL,http://hackerspace-krk.pl,https://www.fablabs.io/labs/hackerspacekrakow,3d-printing;cnc;electronics;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1851
WYTWORNIA Krakow Makerspace,50.03756019999999,19.9675373,Wielicka 44B,30-552,Krakow,PL,http://www.wytworniakrakow.pl,https://www.fablabs.io/labs/wytwornia,3d-printing;cnc;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:755
DAD-workshop,51.6785657,22.2984599,,,Lubartow County,PL,http://dad-workshop.com,https://www.fablabs.io/labs/dadworkshop,,medium,source:fablabs.io;status:unknown;kind:fab_lab;idcode:22
Pracownia Aktywnego Korzystania z Technologii Olsztyn,53.7854348,20.4780634,Gietkowska 10h,10-170,Olsztyn,PL,https://robisz.to/olsztyn/,https://www.fablabs.io/labs/paktolo,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:planned;kind:fab_lab;idcode:2861
Zakad Makerspace,52.4176316,16.9042508,Wawrzynca 7,60-539,Poznan,PL,http://www.zaklad.org,https://www.fablabs.io/labs/zaklad,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:797
"FABLAB ""L"" in Poland, Lubelskie",51.4464832,21.9749666,"""Pracowania Prototypowania Edukacja 3.0"" ul. Moscickiego 1",24-110,Puawy,PL,http://fablabl.pl,https://www.fablabs.io/labs/fablabl,3d-printing;cnc;electronics;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:749
FabLab Radom,51.4028909,21.141641,Radom,,Radom,PL,http://www.fablab.radom.pl,https://www.fablabs.io/labs/fablabradom,3d-printing;cnc;vinyl-cutting,high,source:fablabs.io;status:active;kind:mobile;idcode:2196
FabLab Rzeszow,50.0635104,21.9789823,Rzeszow ul. Laurowa 2,35-232,Rzeszow,PL,http://fablabrzeszow.pl/,https://www.fablabs.io/labs/fablabrzeszow,3d-printing;cnc;electronics,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:751
FabLab UKASIEWICZ,50.0625878,22.11892899999998,Jasionka 952a,36-002,Rzeszow,PL,http://pcn.org.pl,https://www.fablabs.io/labs/lukasiewicz,3d-printing;cnc;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:844
PCI ProtoLab,50.0307744,21.9995255,Lenartowicza 6,35-051,Rzeszow,PL,https://pciprotolab.pcinn.org/,https://www.fablabs.io/labs/pciprotolab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2804
FabLab powered by Orange,52.23470690000001,20.99913140000001,Targowa 56,03-733,Warszawa,PL,https://fablabwarszawa.pl/,https://www.fablabs.io/labs/FabLabPoweredByOrange,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1496
Wisniowski Fab Lab,49.6720282,20.6861098,Wielogowy 153,33-311,Wielogowy,PL,https://www.wisniowskifablab.pl/,https://www.fablabs.io/labs/wisniowskifablab,3d-printing;cnc;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:3124
Pracownia Aktywnego Korzystania z Technologii Wrocaw,51.12798790000001,17.053762,Jednosci Narodowej 224/2,50-260,Wrocaw,PL,https://robisz.to/wroclaw/,https://www.fablabs.io/labs/paktwro,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:planned;kind:fab_lab;idcode:2860
Freelab,52.32443050000001,17.5649905,Miosawska 5,62-300,Wrzesnia,PL,http://wrzesnia.freelab.edu.pl/,https://www.fablabs.io/labs/Freelab,3d-printing;cnc;laser,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2156
Fabryka Pasji,51.9462803,15.52259830000003,Leona Wyczokowskiego 79,65-140,Zielona Gora,PL,http://fabrykapasji.org/,https://www.fablabs.io/labs/fabrykapasji,3d-printing,high,source:fablabs.io;status:active;kind:fab_lab;idcode:766
FabLab odz,51.7624405,19.50189950000004,Pisudskiego 135,92-318,odz,PL,http://fablablodz.org,https://www.fablabs.io/labs/fablablodz,3d-printing;cnc;electronics;laser;precision-milling,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:752
Dewey,18.376549,-65.95838560000001,11700 Calle Marginal,00985,Carolina,PR,https://stemsuccesscenter.org/fablab/,https://www.fablabs.io/labs/dewey,3d-printing;cnc;electronics;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2343
STEAM Fab Lab TASIS Dorado,18.4449539,-66.2700242,"The TASIS School in Dorado 11 Carr. 693, Urb. Sabanera",00646,Dorado,PR,http://www.tasisdorado.com/page.cfm?p=716,https://www.fablabs.io/labs/fablabtasisdorado,3d-printing;cnc;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1187
FabLab Puerto Rico,18.2453176,-66.00575529999999,"Carretera 189, KM 3.3",00778,Gurabo,PR,https://www.yumpu.com/es/document/fullscreen/39915460/digitalis/2,https://www.fablabs.io/labs/fablabpuertorico,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:555
Rincon Fab Lab Maker,18.3381145,-67.25120570000001,Calle Munoz Rivera,00602,Rincon,PR,https://www.facebook.com/RinconFabLabMaker/,https://www.fablabs.io/labs/rinconfablabmaker,3d-printing;cnc;electronics;laser;vinyl-cutting,high,source:fablabs.io;status:planned;kind:mini_fab_lab;idcode:1461
FabLab UPR,18.4033102,-66.04675999999999,Universidad de Puerto Rico Recinto de Rio Piedras Escuela de Arquitectura,00931,San Juan,PR,https://earq.uprrp.edu/fablab/,https://www.fablabs.io/labs/fablabupr,3d-printing;cnc;laser;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1397
Neeuko Collaborative FabLab,18.4400169,-66.05912649999999,"Calle Rosales, Esq. San Antonio Pda 26 1/2, Santurce",00914,San Juan,PR,http://innovacion.sagrado.edu/,https://www.fablabs.io/labs/neeukocollaborativefablab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1484
Fab Lab Palestine,32.22478226692167,35.25058268669432,Nablus West Gate Najah University,00972,Nablus,PS,https://www.facebook.com/MakerSpaceNablus/,https://www.fablabs.io/labs/fablabpalestine,3d-printing;electronics,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1115
NOVA FCT FabLab,38.6638246,-9.205648799999999,Campus da Caparica,2829-516 Caparica,Almada,PT,https://www.fctfablab.fct.unl.pt/,https://www.fablabs.io/labs/fctfablab,3d-printing;cnc;electronics;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1263
Fab.Lab Alto Minho,41.8349901,-8.420650000000023,Passos - Guilhadeses In.Cubo - Incubadora de Iniciativas Empresariais Inovadoras,4970-786,Arcos de Valdevez,PT,http://www.fablabaltominho.pt,https://www.fablabs.io/labs/fablabaltominho,3d-printing;cnc;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:424
FabLab IPB,41.7959742,-6.767561500000056,Instituto Politecnico de Braganca Campus de St Apolonia,5300-253 Braganca,Braganca,PT,http://fablab.estig.ipb.pt/,https://www.fablabs.io/labs/fablabIPB,3d-printing;cnc;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:753
FabLab Castelo Branco,39.81459420567938,-7.507162849551378,"Centro de Empresas Inovadoras Av. do Empresario, 1",6000-767,Castelo Branco,PT,http://www.cataa-cei.pt/o-cei/fablabcb/,https://www.fablabs.io/labs/fablabcastelobranco,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:1003
Fablab EvoraTech,38.5475368,-7.9106926,Rua Circular Norte do Parque Industrial,7005-841,Evora,PT,http://www.adral.pt/pt/evoratech,https://www.fablabs.io/labs/fablabvoratech,3d-printing;cnc;electronics;laser;precision-milling,high,source:fablabs.io;status:active;kind:fab_lab;idcode:700
_ARTERIA_LAB,38.5782749,-7.9075981,"Universidade de Evora, Colegio dos Leoes Estrada dos Leoes/ Antiga Estrada N18, 38",7000-812,Evora,PT,http://www.arterialab.uevora.pt,https://www.fablabs.io/labs/arterialab,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:2362
Weproductise fablab,41.6598811,-8.58732729999997,"Freixo Largo Senhor dos Aflitos, no 120",4990-503,Freixo,PT,http://weproductise.com/index.php/en/toolshop,https://www.fablabs.io/labs/weproductise,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:unknown;kind:fab_lab;idcode:388
Fablab Aldeias do Xisto,40.13710158581974,-7.501842161376999,Rua dos Tres Lagares,,Fundao,PT,https://movetofundao.pt/fab-lab-aldeias-do-xisto/,https://www.fablabs.io/labs/fablabaldeiasdoxisto,3d-printing;cnc;electronics;laser;precision-milling;vinyl-cutting,high,source:fablabs.io;status:active;kind:fab_lab;idcode:250
